line,secDetail,orderDetail,node,distance,distancePreviousStop,name,latitude,longitude
75,10,1,2296,1671,241,INTERCAMBIADOR PRINCIPE PIO,40.421331263743,-3.7209151889321
75,10,1,858,1952,281,PASEO DE LA FLORIDA,40.423172916913,-3.7231863454523
75,10,1,860,2187,235,SAN ANTONIO DE LA FLORIDA,40.424665189027,-3.7251367703079
75,10,1,862,2703,516,RIBERA MANZANARES-SAN POL DE MAR,40.424723749762,-3.7272875668983
75,10,1,863,2970,267,RIBERA MANZANARES-STA.OLALLA,40.426457881211,-3.7294458596474
75,10,1,5761,3113,143,RIBERA MANZANARES-FELIPE MORATILLA,40.427387508859,-3.7306017616075
75,10,1,865,3476,363,RIBERA MANZANARES N 131,40.429728958681,-3.7335838000301
75,10,1,867,3670,194,COLONIA MANZANARES,40.431053499031,-3.7349657526351
75,20,1,867,0,0,COLONIA MANZANARES,40.431053499031,-3.7349657526351
75,20,1,866,320,320,RIBERA MANZANARES N 125,40.429271742261,-3.7332310565137
75,20,1,868,635,315,COMANDANTE FORTEA-FELIPE MORATILLA,40.427232158376,-3.7323730913276
75,20,1,869,950,315,COMANDANTE FORTEA-STA.OLALLA,40.425312562616,-3.7296338871899
75,20,1,870,1299,349,SAN POL DE MAR,40.424138706649,-3.727202285067
75,20,1,861,1542,243,SAN ANTONIO DE LA FLORIDA,40.424519510568,-3.7253815784556
75,20,1,859,1795,253,PASEO DE LA FLORIDA,40.422847437631,-3.7233714655896
75,20,1,857,2081,286,INTERCAMBIADOR PRINCIPE PIO,40.420942803193,-3.7210878550455
75,20,1,604,2398,317,PRINCIPE PIO,40.420108354118,-3.7190986622988
75,20,1,602,2707,309,CUESTA DE SAN VICENTE,40.420239487979,-3.7153870210796
75,20,1,600,2913,206,JARDINES DE SABATINI,40.421503264855,-3.7135202801222
75,20,1,855,3111,198,PLAZA DE ESPAA,40.422702857778,-3.71183078966
75,20,1,171,3271,160,Gran Va-Plaza de Espaa,40.42295413872,-3.7105238031888
75,20,1,5569,3771,500,CALLAO,40.420127066219,-3.707303207458
76,10,1,4154,0,0,PZA.BEATA MARIA ANA DE JESUS,40.393823196459,-3.695044766728
76,10,1,1170,239,239,LEGAZPI,40.391849453292,-3.695174110294
76,10,1,5718,911,672,GLORIETA DE CADIZ,40.387463667331,-3.6993928150676
76,10,1,5719,1342,431,ALMENDRALES,40.383668684342,-3.698266170896
76,10,1,5720,1554,212,AVENIDA DE CORDOBA,40.381816503193,-3.6976580090566
76,10,1,1132,2161,607,HOSPITAL 12 DE OCTUBRE,40.37652079743,-3.6959000221335
76,10,1,5378,2346,185,GLORIETA DE MALAGA,40.375028088395,-3.6954370417967
76,10,1,2794,2766,420,EDUARDO BARREIROS-AV.POBLADOS,40.371374812323,-3.6962063398189
76,10,1,2801,3139,373,EDUARDO BARREIROS-AV.DE LOS ROSALES,40.368138593598,-3.6965358102699
76,10,1,2797,3311,172,EDUARDO BARREIROS-PADUL,40.366737478043,-3.6973187636341
76,10,1,2799,3486,175,EDUARDO BARREIROS-CENTRO DE SALUD,40.365371004407,-3.6983317107154
76,10,1,2803,3811,325,EDUARDO BARREIROS-M40,40.362792457874,-3.7001470877597
76,10,1,2795,4177,366,EDUARDO BARREIROS-PEUGEOT,40.359808316478,-3.7019887407195
76,10,1,2805,4559,382,EDUARDO BARREIROS-ENTRADA PPAL.PEUGEOT,40.356733079115,-3.7039906218671
76,10,1,2807,4893,334,EDUARDO BARREIROS-JOSE PEREZ,40.353887472715,-3.7052646145008
76,10,1,1193,5384,491,ALCOCER-AV.REAL DE PINTO,40.350045701428,-3.7059075526512
76,10,1,2810,5739,355,VILLALONSO N 18,40.349499097721,-3.7098418009851
76,10,1,2812,6025,286,VILLALONSO-PUEBLA DE SANABRIA,40.34932505575,-3.7132370826767
76,10,1,2814,6246,221,P PLATA Y CASTAAR-PLEAMAR,40.349174188127,-3.7157836115944
76,10,1,2816,6672,426,VILLAVERDE ALTO,40.351460652443,-3.7175328879329
76,20,1,2816,0,0,VILLAVERDE ALTO,40.351460652443,-3.7175328879329
76,20,1,3657,319,319,P PLATA Y CASTAAR-ISLAS,40.350233677978,-3.7178142638899
76,20,1,2815,591,272,P PLATA Y CASTAAR-PLEAMAR,40.348983881137,-3.7159641121512
76,20,1,2813,848,257,VILLALONSO-PUEBLA DE SANABRIA,40.349083359358,-3.7129860834419
76,20,1,2811,1137,289,VILLALONSO-OLAS,40.349283949666,-3.7096676293301
76,20,1,1194,1510,373,ALCOCER-AV.REAL DE PINTO,40.349805633765,-3.7053869428087
76,20,1,2808,2028,518,EDUARDO BARREIROS-JOSE PEREZ,40.354050974724,-3.7050449312712
76,20,1,2806,2374,346,EDUARDO BARREIROS-ENTRADA PPAL.PEUGEOT,40.35693342938,-3.7036370586808
76,20,1,2796,2688,314,EDUARDO BARREIROS-PEUGEOT,40.359465823554,-3.7020134525903
76,20,1,2804,3050,362,EDUARDO BARREIROS-M40,40.362404958801,-3.7001654554831
76,20,1,3640,3415,365,EDUARDO BARREIROS-ALERCE,40.365317700328,-3.698207493113
76,20,1,2798,3593,178,EDUARDO BARREIROS-PADUL,40.36671141837,-3.6971583129343
76,20,1,2802,3768,175,EDUARDO BARREIROS-AV.DE LOS ROSALES,40.368184664335,-3.6963654984384
76,20,1,3727,4013,245,EDUARDO BARREIROS-AV.POBLADOS,40.370375476955,-3.6960959362323
76,20,1,1134,4526,513,AVENIDA DE ANDALUCIA-SAN FERMIN,40.373456508847,-3.694605758735
76,20,1,5379,4741,215,GLORIETA DE.MALAGA,40.375357560271,-3.6945805181699
76,20,1,5380,4979,238,HOSPITAL 12 DE OCTUBRE,40.37675679577,-3.6956067761158
76,20,1,5702,5589,610,AVENIDA DE CORDOBA,40.382061798506,-3.6973177192839
76,20,1,5703,5807,218,ALMENDRALES,40.384005224497,-3.6977347838114
76,20,1,5704,6221,414,GLORIETA DE CADIZ,40.387592413741,-3.698959400903
76,20,1,3858,6944,723,P DELICIAS-PZA.LEGAZPI,40.392302423514,-3.6947545964944
76,20,1,2793,7158,214,PLAZA BEATA,40.393945776891,-3.6941352133826
76,20,1,4154,7344,186,PZA.BEATA MARIA ANA DE JESUS,40.393823196459,-3.695044766728
77,10,1,1199,0,0,CIUDAD LINEAL,40.438156738528,-3.6387307165792
77,10,1,5076,323,323,ALCALA-ALBARRACIN,40.438379448436,-3.6359184032868
77,10,1,5077,558,235,ALCALA-STA.LEONOR,40.439060475308,-3.633301380688
77,10,1,2945,825,267,ALCALA-ALFONSO GOMEZ,40.43987843511,-3.6303436491881
77,10,1,2947,1027,202,ALCALA-METRO DE SUANZES,40.440494253435,-3.6280985007627
77,10,1,2949,1394,367,ALCALA-SAN ROMUALDO,40.44160641657,-3.6240208473825
77,10,1,3506,1693,299,ALCALA-CRONOS,40.442498215517,-3.6206897852652
77,10,1,2951,2099,406,ALCALA-AV.CANILLEJAS A VICALVARO ,40.443882460591,-3.6162228937294
77,10,1,2953,2341,242,ALCALA-SAN MARIANO,40.44536218795,-3.6141044415736
77,10,1,2955,2639,298,ALCALA-ESFINGE,40.447079136134,-3.6114137708183
77,10,1,2956,2986,347,ALCALA N 640-CANILLEJAS,40.449015031382,-3.608191918458
77,10,1,3398,3684,698,ALCALA N 712,40.449822419626,-3.6002273780047
77,10,1,3403,4017,333,ALCALA-CIUDAD PEGASO,40.449851745251,-3.5963018693182
77,10,1,4827,4261,244,AV.CUARTA-CALLE CINCO,40.448818022977,-3.5958552321585
77,10,1,3508,4451,190,AV.QUINTA N 4,40.447607245995,-3.59654971514
77,10,1,3509,4681,230,AV.QUINTA-CALLE DIEZ,40.44555224073,-3.5967379036559
77,10,1,3510,4937,256,CALLE ONCE-AV.SEGUNDA,40.444499833312,-3.5946721229139
77,10,1,1396,5205,268,DEYANIRA-EUTERPE,40.443554063724,-3.592885623575
77,10,1,1412,5567,362,DEYANIRA N 17,40.44312523409,-3.5886557942679
77,10,1,4065,5986,419,DEYANIRA-CAMPEZO,40.442654620292,-3.5837500099348
77,10,1,3513,6303,317,SAMANIEGO-CAMPEZO,40.444121555493,-3.582265161931
77,10,1,5574,6484,181,ARCAUTE-SAMANIEGO,40.443410324031,-3.5803794565031
77,10,1,3672,6696,212,ARCAUTE-ARAMAYONA,40.443422882461,-3.5778726869338
77,10,1,3674,6979,283,YECORA-AV.INVIERNO,40.443696927871,-3.5753091880555
77,10,1,3676,7247,268,YECORA-NANCLARES DE OCA,40.445963765875,-3.5741835162182
77,10,1,3678,7505,258,YECORA-FUENTELVIEJO,40.448200373348,-3.5737013756223
77,10,1,3524,7804,299,FUENTELVIEJO-FUENSAVIAN,40.448395416958,-3.5706983323406
77,10,1,3525,8131,327,DICIEMBRE-FEBRERO,40.446689607834,-3.5695046937595
77,10,1,5781,8414,283,AV.FERMINA SEVILLANO-MAYO,40.444246563709,-3.5698342861304
77,10,1,3527,8972,558,FIN DE SEMANA,40.444166044635,-3.5697204062564
77,20,1,3527,0,0,FIN DE SEMANA,40.444166044635,-3.5697204062564
77,20,1,3526,404,404,DICIEMBRE-FEBRERO,40.446681151112,-3.5693925974774
77,20,1,3528,687,283,GASCUEA-FUENSAVIAN,40.447980365795,-3.5708280746515
77,20,1,3679,1071,384,YECORA-FUENTELVIEJO,40.447857158986,-3.5738777000489
77,20,1,3677,1303,232,YECORA-NANCLARES DE OCA,40.446026052477,-3.5743397003973
77,20,1,4077,1575,272,YECORA-ARCAUTE,40.44374103742,-3.5754970502391
77,20,1,3673,1794,219,ARCAUTE-ARAMAYONA,40.443630078989,-3.5778744613603
77,20,1,3518,1972,178,NANCLARES DE OCA-ARAMAYONA,40.44481686565,-3.578352758441
77,20,1,3516,2151,179,NANCLARES DE OCA-ARCAUTE,40.444005947181,-3.5801735095214
77,20,1,3514,2374,223,SAMANIEGO-CAMPEZO,40.444256867652,-3.58222977541
77,20,1,4066,2668,294,DEYANIRA-CAMPEZO,40.442700734527,-3.5835381637627
77,20,1,1426,3126,458,DEYANIRA N 17,40.443286102404,-3.5889095356236
77,20,1,1400,3407,281,DEYANIRA-EUTERPE,40.443575592293,-3.5922007240181
77,20,1,3530,3796,389,AV.SEGUNDA-CALLE DIEZ,40.445141251086,-3.594325200648
77,20,1,3531,3991,195,AV.SEGUNDA-CALLE OCHO,40.446898832758,-3.5941614423639
77,20,1,3405,4286,295,AV.TERCERA-CALLE TRES,40.44915770134,-3.594622376284
77,20,1,3404,4766,480,ALCALA-CIUDAD PEGASO,40.449923941033,-3.5962777428936
77,20,1,3406,5102,336,ALCALA N 712,40.449894426383,-3.6002398113153
77,20,1,3533,6138,1036,ALCALA-CANILLEJAS,40.44849400695,-3.609618818584
77,20,1,3407,6451,313,ALCALA-RAZA,40.446677388496,-3.6124254281832
77,20,1,2954,6647,196,ALCALA-EDUARDO TERAN,40.445541931608,-3.6141862623122
77,20,1,2952,6920,273,ALCALA-AV.CANILLEJAS A VICALVARO ,40.443970218936,-3.6166599845593
77,20,1,3507,7290,370,ALCALA-CRONOS,40.442714665828,-3.6206457898362
77,20,1,2950,7600,310,ALCALA-AV.25 DE SEPTIEMBRE,40.441795155267,-3.6241039521446
77,20,1,2948,7938,338,ALCALA-METRO DE SUANZES,40.440765903689,-3.627843984439
77,20,1,2946,8209,271,ALCALA-ALEGRIA DE ORIA,40.43993874163,-3.6308488627922
77,20,1,3534,8398,189,ALCALA-RIOBAMBA,40.439359691657,-3.6329504647579
77,20,1,2944,8609,211,ALCALA-GENERAL ARANAZ,40.438752211433,-3.6353005465389
77,20,1,2977,8751,142,ALCALA-ARTURO SORIA,40.438320120892,-3.6368764208856
77,20,1,1199,8948,197,CIUDAD LINEAL,40.438156738528,-3.6387307165792
78,10,1,3126,0,0,EMBAJADORES,40.404496846995,-3.7028228395199
78,10,1,2818,494,494,EMBAJADORES-SANTA MARIA DE LA CABEZA,40.401191418519,-3.6997104531589
78,10,1,1928,630,136,SANTA MARIA DE LA CABEZA,40.400213245111,-3.6990816686864
78,10,1,1931,929,299,JAIME EL CONQUISTADOR-EMBAJADORES,40.397768583916,-3.6981254842649
78,10,1,1933,1153,224,DIVINO VALLES,40.39575766711,-3.6984428902298
78,10,1,1122,1441,288,CASA DEL RELOJ,40.393280852616,-3.6983348187528
78,10,1,1124,1712,271,MATADERO,40.391610273175,-3.6959964211597
78,10,1,1935,2290,578,GLORIETA DE CADIZ,40.388073595278,-3.6998362299584
78,10,1,1938,2638,348,SAN ANTONIO DE PADUA,40.385875199375,-3.7013568429794
78,10,1,1939,2740,102,SANTUARIO,40.385177256013,-3.7005720367969
78,10,1,2817,3107,367,CRISTO DE LA VICTORIA-SANTUARIO,40.382305367354,-3.7002454067158
78,10,1,4524,3274,167,CRISTO DE LA VICTORIA-OLVIDO,40.381394833789,-3.7018346128414
78,10,1,2820,3452,178,CRISTO DE LA VICTORIA-FERROVIARIOS,40.380483454469,-3.7035592431329
78,10,1,2822,3721,269,CRISTO DE LA VICTORIA-JASPE,40.379323135707,-3.7062130518802
78,10,1,5087,4321,600,PARQUE DE LA PALOMA-CERRO ANGELES,40.378085741476,-3.7126026008015
78,10,1,4616,4455,134,PARQUE DE LA PALOMA-HENO,40.378328362884,-3.7141636662122
78,10,1,4618,4685,230,AVENA-HENO,40.377678015783,-3.7158955269496
78,10,1,4620,4884,199,AVENA-R.BELTRAN ROZPIDE,40.375885102901,-3.715915423011
78,10,1,4622,5195,311,R.BELTRAN ROZPIDE-AV.RAFAELA YBARRA,40.375463140048,-3.7127622658908
78,10,1,1955,5408,213,RAFAELA YBARRA-POLIDEPORTIVO,40.373834533473,-3.7124341304502
78,10,1,1957,5610,202,CESTONA,40.372086465386,-3.71248639432
78,10,1,2824,5892,282,UNIDAD-AV.RAFAELA YBARRA,40.369846256061,-3.7119940111697
78,10,1,4624,6065,173,GRAN AVENIDA-C VIEJO VILLAVERDE,40.369341049134,-3.7106435839663
78,10,1,2828,6537,472,GRAN AVENIDA-PZA.ASOCIACION,40.369327254788,-3.7055397940716
78,10,1,2830,6738,201,CAMPOTEJAR-GRAN AVENIDA,40.369140815883,-3.7036097064853
78,10,1,2832,6887,149,CAMPOTEJAR-FERNANDO ORTIZ,40.367823634138,-3.7039163776188
78,10,1,2838,7124,237,FERNANDO ORTIZ-AV.ORCASUR,40.366943982072,-3.701902587163
78,10,1,5217,7377,253,ORCASUR,40.368536917794,-3.7006906244253
78,10,1,4880,7683,306,MOREJA N 26,40.368686698128,-3.6982693504754
78,10,1,2836,7915,232,SALVADOR MARTINEZ-E.BARREIROS,40.367049932368,-3.6977931101172
78,10,1,2802,8125,210,EDUARDO BARREIROS-AV.DE LOS ROSALES,40.368184664335,-3.6963654984384
78,10,1,945,8728,603,GTA.SAN MARTIN DE LA VEGA,40.368015391145,-3.6915452431215
78,10,1,944,9130,402,ESTAFETA-AV.SAN FERMIN,40.37150742567,-3.6921239482896
78,10,1,942,9259,129,ESTAFETA-NAVASCUES,40.372668966663,-3.6922277097762
78,10,1,940,9470,211,ESTAFETA-CARABELOS,40.374559797059,-3.6924049045634
78,10,1,938,9778,308,SAN MARIO N 49,40.377113227979,-3.6917560552587
78,10,1,2267,9951,173,SAN FERMIN,40.378289607883,-3.6908845785928
78,20,1,2267,0,0,SAN FERMIN,40.378289607883,-3.6908845785928
78,20,1,937,196,196,SAN MARIO N 8,40.377283874098,-3.6918437941544
78,20,1,939,488,292,ESTAFETA-CARABELOS,40.374810883975,-3.6925994808108
78,20,1,941,728,240,ESTAFETA-NAVASCUES,40.372658625448,-3.6924502296038
78,20,1,943,918,190,ESTAFETA-AV.SAN FERMIN,40.370947759161,-3.6923090395113
78,20,1,2839,1214,296,ANTEQUERA-GTA.SAN MARTIN DE LA VEGA,40.368309810019,-3.6920264546307
78,20,1,2801,1801,587,EDUARDO BARREIROS-AV.DE LOS ROSALES,40.368138593598,-3.6965358102699
78,20,1,2840,2124,323,MOREJA-SALVADOR MARTINEZ,40.367668131565,-3.698360131241
78,20,1,2841,2435,311,GRAENA-AV.ORCASUR,40.369732642788,-3.6996111302622
78,20,1,2835,2751,316,AV.ORCASUR-PZA.PUEBLO,40.368099850026,-3.7014552233442
78,20,1,2833,3052,301,FERNANDO ORTIZ-CAMPOTEJAR,40.36736535766,-3.7037219805612
78,20,1,2831,3313,261,CAMPOTEJAR-NIVAR,40.369412716909,-3.7033416272922
78,20,1,2829,3574,261,GRAN AVENIDA-PZA.ASOCIACION,40.369703143651,-3.7059477206107
78,20,1,4625,3948,374,GRAN AVENIDA-C VIEJO DE VILLAVERDE,40.369714301145,-3.710011459483
78,20,1,2825,4153,205,UNIDAD-AV.RAFAELA YBARRA,40.369954371623,-3.7119927932779
78,20,1,2842,4503,350,AV.RAFAELA YBARRA-CESTONA,40.37269169808,-3.7122218489089
78,20,1,4814,4636,133,RAFAELA YBARRA-POLIDEPORTIVO,40.373844811587,-3.7122281003696
78,20,1,4623,4906,270,R.BELTRAN ROZPIDE-AV.RAFAELA YBARRA,40.375552672361,-3.7128527345511
78,20,1,4621,5217,311,AVENA-R.BELTRAN ROZPIDE,40.375958416937,-3.7157147661355
78,20,1,4619,5411,194,AVENA-HENO,40.377706120118,-3.7157214803659
78,20,1,4617,5669,258,PARQUE DE LA PALOMA-HENO,40.378177285545,-3.7138275164385
78,20,1,1952,5828,159,RAFAELA YBARRA-PARQUE DE LA PALOMA,40.378008387991,-3.7119974687795
78,20,1,2823,6399,571,CRISTO DE LA VICTORIA-JASPE,40.379188369112,-3.7061527432773
78,20,1,2821,6684,285,CRISTO DE LA VICTORIA-FERROVIARIOS,40.380485138395,-3.7032824190507
78,20,1,4525,6849,165,CRISTO DE LA VICTORIA-OLVIDO,40.381332689876,-3.701683175675
78,20,1,2593,7026,177,CRISTO DE LA VICTORIA-SANTUARIO,40.382217130287,-3.6999393703724
78,20,1,5358,7344,318,SANTUARIO,40.38504555422,-3.7000051703353
78,20,1,3912,7644,300,GLORIETA DE CADIZ,40.387548168456,-3.7003161983205
78,20,1,1125,8452,808,MATADERO,40.391970680829,-3.69598834935
78,20,1,1123,8665,213,CASA DEL RELOJ,40.393238648757,-3.6978642522822
78,20,1,1934,8978,313,DIVINO VALLES,40.395804246174,-3.6981888551738
78,20,1,1932,9196,218,JAIME EL CONQUISTADOR-EMBAJADORES,40.39775175501,-3.697928525892
78,20,1,3561,9490,294,SANTA MARIA DE LA CABEZA,40.400269168787,-3.6987723294644
78,20,1,2819,9765,275,EMBAJADORES-SANTA MARIA DE LA CABEZA,40.402116879442,-3.7001171655301
78,20,1,2592,10038,273,EMBAJADORES,40.40424217437,-3.7017383610274
78,20,1,3126,10309,271,EMBAJADORES,40.404496846995,-3.7028228395199
79,10,1,1425,0,0,LEGAZPI,40.390813555735,-3.6951516754786
79,10,1,5718,734,734,GLORIETA DE CADIZ,40.387463667331,-3.6993928150676
79,10,1,5719,1166,432,ALMENDRALES,40.383668684342,-3.698266170896
79,10,1,5720,1378,212,AVENIDA DE CORDOBA,40.381816503193,-3.6976580090566
79,10,1,1132,1984,606,HOSPITAL 12 DE OCTUBRE,40.37652079743,-3.6959000221335
79,10,1,5378,2169,185,GLORIETA DE MALAGA,40.375028088395,-3.6954370417967
79,10,1,1135,2689,520,SAN FERMIN-ORCASUR,40.370374684334,-3.6947295947069
79,10,1,1137,2961,272,AVENIDA DE ANDALUCIA-AVENIDA LOS ROSALES,40.367925374635,-3.6945395473818
79,10,1,1172,3785,824,AV.ANDALUCIA-VERBENA DE LA PALOMA,40.360543162093,-3.6936758961237
79,10,1,4662,3991,206,AV.ANDALUCIA-DULZURA,40.358688483023,-3.6934790581923
79,10,1,1174,4305,314,AV.ANDALUCIA-BOHEMIOS,40.355860738978,-3.6932969950419
79,10,1,4664,4657,352,AV.ANDALUCIA-ANOETA,40.352689965005,-3.6932291931129
79,10,1,1176,4909,252,AV.ANDALUCIA-ALCOCER,40.350428369088,-3.6932837510222
79,10,1,1178,5780,871,MARIA DROC-SAN DALMACIO,40.344509690522,-3.6932396330866
79,10,1,5460,6001,221,BURJASOT-BENIFERRI,40.345087621732,-3.6915088352522
79,10,1,5461,6483,482,GODELLA N 68,40.342997668273,-3.6884639362251
79,10,1,5462,6984,501,ROCAFORT-MONCADA,40.341940887386,-3.691939411852
79,10,1,3925,7583,599,P MARIA DROC-SAN DALMACIO,40.343922846597,-3.6934490918281
79,10,1,2843,7836,253,AV.ANDALUCIA-ROCAFORT,40.341754147916,-3.6930348179726
79,10,1,2845,8490,654,RESINA-AV.ANDALUCIA,40.336203144304,-3.6932723379264
79,10,1,2847,9100,610,RESINA-SAN EUSTAQUIO,40.336051785585,-3.700450997403
79,10,1,2849,9428,328,SAN CESAREO-SAN EUSTAQUIO,40.337735518512,-3.7020954461408
79,10,1,2850,9766,338,SAN CESAREO-SAN ERASMO,40.337720312538,-3.7060734024174
79,10,1,2855,9984,218,SAN ERASMO-SAN NORBERTO,40.339303059151,-3.7065396439823
79,10,1,2851,10716,732,DOMINGO PARRAGA-PZA.GOMEZ ACEBO,40.342102852119,-3.7083431677504
79,10,1,3900,11082,366,DOMINGO PARRAGA-ALBERTO PALACIOS,40.342112989609,-3.7125594758619
79,10,1,2856,11357,275,ASTILLERO-ESCRIBANOS,40.343221115598,-3.7140181612037
79,10,1,2182,11502,145,P ALBERTO PALACIOS-MANOLA Y ROSARIO,40.344262311156,-3.7131825762219
79,10,1,2180,11774,272,P ALBERTO PALACIOS-ALADIERNA,40.346065928995,-3.7114259788689
79,10,1,1197,12029,255,PZA.DE AGATA-DR.MARTIN AREVALO,40.346434562406,-3.7086110215822
79,20,1,1197,0,0,PZA.DE AGATA-DR.MARTIN AREVALO,40.346434562406,-3.7086110215822
79,20,1,1195,355,355,DR.PEREZ DOMINGUEZ-AV.REAL DE PINTO,40.3470321283,-3.7066532608048
79,20,1,5154,610,255,P ALBERTO PALACIOS-PZA.AGATA,40.34650098548,-3.7095324885537
79,20,1,2179,748,138,P ALBERTO PALACIOS-ALADIERNA,40.346256931293,-3.7111312675247
79,20,1,2181,1076,328,P ALBERTO PALACIOS-JUAN PEALVER,40.344178693392,-3.7135937914883
79,20,1,2857,1249,173,ASTILLERO-ESCRIBANOS,40.342787248435,-3.7142502424111
79,20,1,3901,1466,217,DOMINGO PARRAGA-ALBERTO PALACIOS,40.341941538663,-3.7126047669435
79,20,1,2852,1864,398,DOMINGO PARRAGA-AV.REAL DE PINTO,40.341997215613,-3.7079393990823
79,20,1,2858,2454,590,SAN NORBERTO-SAN ERASMO,40.339577654993,-3.7058313969467
79,20,1,2859,2856,402,SAN EUSTAQUIO-SAN NORBERTO,40.339160510385,-3.7018382550148
79,20,1,5883,3173,317,SAN EUSTAQUIO-RESINA,40.336305339959,-3.7017227279851
79,20,1,2848,3461,288,VILLAVERDE ALTO,40.335934198463,-3.6990394068956
79,20,1,2846,3888,427,RESINA-AV.ANDALUCIA,40.336054581754,-3.6940089697602
79,20,1,2860,4219,331,AV.ANDALUCIA-AV.MARCONI,40.333889663718,-3.6929637683693
79,20,1,2261,4640,421,AV.ANDALUCIA-ESCUELA DE LOGISTICA,40.335514713974,-3.6923929367701
79,20,1,2862,4890,250,AV.ANDALUCIA-CUARTEL SAN CRISTOBAL,40.337703281838,-3.6924988983011
79,20,1,2844,5297,407,AV.ANDALUCIA-ROCAFORT,40.341369201193,-3.6926270409846
79,20,1,1179,5847,550,BURJASOT-BENIFERRI,40.34510792585,-3.6911263765344
79,20,1,1180,6333,486,SAN CRISTOBAL,40.342664332411,-3.6884640794937
79,20,1,1181,6804,471,ROCAFORT-MONCADA,40.341940373203,-3.6920253552623
79,20,1,1177,7860,1056,AV.ANDALUCIA-ALCOCER,40.350863147371,-3.6928925520078
79,20,1,4665,8025,165,AV.ANDALUCIA-ANOETA,40.352349688819,-3.6928842161122
79,20,1,1175,8446,421,AV.ANDALUCIA-SAHARA,40.356142330673,-3.692911262781
79,20,1,4663,8678,232,AV.ANDALUCIA-DULZURA,40.358240459352,-3.6930740623364
79,20,1,1173,8957,279,AV.ANDALUCIA-CONCILIACION,40.36074326225,-3.6933587888508
79,20,1,1138,9782,825,AVENIDA DE ANDALUCIA-AVENIDA LOS ROSALES,40.368153626556,-3.694035421487
79,20,1,1136,10011,229,SAN FERMIN-ORCASUR,40.370215283662,-3.6942697660275
79,20,1,1134,10374,363,AVENIDA DE ANDALUCIA-SAN FERMIN,40.373456508847,-3.694605758735
79,20,1,5379,10589,215,GLORIETA DE.MALAGA,40.375357560271,-3.6945805181699
79,20,1,5380,10827,238,HOSPITAL 12 DE OCTUBRE,40.37675679577,-3.6956067761158
79,20,1,5702,11437,610,AVENIDA DE CORDOBA,40.382061798506,-3.6973177192839
79,20,1,5703,11656,219,ALMENDRALES,40.384005224497,-3.6977347838114
79,20,1,5704,12069,413,GLORIETA DE CADIZ,40.387592413741,-3.698959400903
79,20,1,1425,12606,537,LEGAZPI,40.390813555735,-3.6951516754786
81,10,1,5550,0,0,OPORTO,40.388326269265,-3.7303597411969
81,10,1,2471,437,437,AV.OPORTO-C VIEJO LEGANES,40.3859943854,-3.7272725546728
81,10,1,2472,784,347,AV.OPORTO-PORTALEGRE,40.38529866866,-3.7232865186196
81,10,1,5051,1130,346,PLAZA ELIPTICA,40.385143917619,-3.7192097122753
81,10,1,5050,1411,281,MARCELO USERA-PZA.FDEZ.LADREDA,40.385080538727,-3.7163579663443
81,10,1,2429,1756,345,MARCELO USERA-AV.RAFAELA YBARRA,40.385078620594,-3.7122934011449
81,10,1,1947,2111,355,JUNTA MUNICIPAL USERA,40.382318480557,-3.7113807660857
81,10,1,1949,2348,237,RAFAELA YBARRA,40.380191699764,-3.7114879787015
81,10,1,1951,2570,222,RAFAELA YBARRA-PARQUE DE LA PALOMA,40.378242207703,-3.7120647208445
81,10,1,1953,2852,282,RAFAELA YBARRA-PRADOLONGO,40.375726372797,-3.7124422770733
81,10,1,1955,3075,223,RAFAELA YBARRA-POLIDEPORTIVO,40.373834533473,-3.7124341304502
81,10,1,1957,3278,203,CESTONA,40.372086465386,-3.71248639432
81,10,1,2824,3559,281,UNIDAD-AV.RAFAELA YBARRA,40.369846256061,-3.7119940111697
81,10,1,4624,3733,174,GRAN AVENIDA-C VIEJO VILLAVERDE,40.369341049134,-3.7106435839663
81,10,1,2828,4204,471,GRAN AVENIDA-PZA.ASOCIACION,40.369327254788,-3.7055397940716
81,10,1,2868,4425,221,EXPROPIACION-AV.POBLADOS,40.370765749749,-3.7045453530151
81,10,1,5045,4589,164,AV.POBLADOS-DR.TOLOSA LATOUR,40.370845201833,-3.7033329625882
81,10,1,2870,4919,330,DR.TOLOSA LATOUR-ACCESO 12 OCTUBRE,40.373696664442,-3.7025733963477
81,10,1,2871,5404,485,HOSPITAL 12 DE OCTUBRE-MATERNIDAD,40.375140593077,-3.6991899900076
81,10,1,2866,5752,348,HOSPITAL 12 DE OCTUBRE-ENTRADA PPAL.,40.376474408195,-3.6961233610076
81,10,1,2865,6129,377,HOSPITAL 12 OCTUBRE,40.378720117474,-3.6987015982131
81,20,1,2865,0,0,HOSPITAL 12 OCTUBRE,40.378720117474,-3.6987015982131
81,20,1,5721,492,492,AV.CORDOBA-HOSPITAL 12 DE OCTUBRE ,40.376457773774,-3.6958934838004
81,20,1,5378,669,177,GLORIETA DE MALAGA,40.375028088395,-3.6954370417967
81,20,1,2873,1216,547,AV.POBLADOS-EDUARDO BARREIROS,40.371018189728,-3.6970813717185
81,20,1,2874,1400,184,AV.POBLADOS-AV.ORCASUR,40.371086174855,-3.6992505601441
81,20,1,2875,1695,295,AV.POBLADOS-DR.TOLOSA LATOUR,40.37120932708,-3.7027136456298
81,20,1,2869,1992,297,EXPROPIACION-AV.POBLADOS,40.370619389765,-3.7049089707734
